UNPROTECTED,SPEED_ZONE,MAX_AGE,SEX,LIGHT_CONDITION,severity_index,SEVERITY
0,100,59,1,1,4,1
0,80,59,0,1,3,1
0,80,59,0,5,3,1
0,100,59,1,1,7,1
0,80,59,1,1,3,1
0,110,59,0,1,9,1
0,100,59,0,1,9,1
0,100,59,1,1,5,1
0,100,59,1,1,4,1
0,100,59,0,1,7,1
0,100,59,1,1,4,1
0,110,59,1,1,3,1
0,100,59,1,1,3,1
0,100,59,0,1,6,1
0,80,59,1,3,3,1
0,80,59,1,1,3,1
0,100,59,1,1,3,1
0,100,59,0,1,3,1
0,100,59,0,1,5,1
0,100,59,1,3,3,1
0,100,59,1,1,3,1
0,100,59,1,1,7,1
0,80,59,1,1,5,1
0,80,59,0,1,4,1
0,80,59,1,1,6,1
0,100,59,1,5,3,1
0,100,59,1,1,4,1
0,100,59,0,1,3,1
0,100,59,1,1,10,1
0,100,59,1,1,3,1
0,100,59,0,5,4,1
0,80,59,1,1,7,1
0,100,59,1,1,3,1
0,100,59,1,1,3,1
0,100,59,0,1,5,1
0,100,59,1,1,4,1
0,100,59,1,1,12,1
0,80,59,0,1,8,1
0,100,59,1,1,3,1
0,100,59,1,1,6,1
0,80,59,0,1,9,1
0,100,59,1,1,6,1
0,80,59,0,1,3,1
0,100,59,0,1,8,1
0,100,59,1,5,3,1
0,100,59,0,1,8,1
0,100,59,1,1,6,1
0,110,59,1,1,9,1
0,100,59,0,1,7,1
0,100,59,1,3,3,1
0,100,59,1,2,5,1
0,100,59,1,1,9,1
0,80,59,1,5,3,1
0,100,59,1,1,5,1
0,100,59,1,1,8,1
0,100,59,0,5,54,1
0,100,59,0,5,7,1
0,110,59,0,1,12,1
0,110,59,1,1,12,1
0,100,64,1,1,5,1
0,80,64,1,2,4,1
0,100,64,1,1,3,1
0,100,64,1,1,8,1
0,80,64,0,6,8,1
0,100,64,0,1,3,1
0,80,64,1,1,5,1
0,100,64,0,1,9,1
0,110,64,1,1,12,1
0,80,64,1,1,3,1
0,100,64,0,1,5,1
0,80,64,1,1,5,1
0,100,64,1,1,5,1
0,100,64,1,1,7,1
0,100,64,1,1,7,1
0,100,64,0,2,8,1
0,100,64,1,1,6,1
0,80,64,1,2,3,1
0,100,64,1,1,3,1
0,100,64,1,1,5,1
0,80,64,0,1,7,1
0,100,64,1,1,3,1
0,100,64,1,5,3,1
0,100,64,1,2,3,1
0,100,64,1,1,12,1
0,100,64,0,5,7,1
0,100,64,1,1,3,1
0,100,64,0,1,6,1
0,80,64,1,1,3,1
0,100,64,1,5,3,1
0,110,64,1,1,15,1
0,100,64,0,1,4,1
0,100,64,1,1,5,1
0,80,64,1,1,8,1
0,90,64,1,1,13,1
0,100,64,1,1,12,1
0,100,64,1,1,3,1
0,100,64,0,1,5,1
0,100,64,1,1,5,1
0,100,64,1,1,3,1
0,100,64,1,1,6,1
0,110,64,1,1,12,1
0,80,64,0,5,14,1
0,80,64,0,1,5,1
0,100,64,1,1,5,1
0,100,64,1,2,3,1
0,100,64,1,5,7,1
0,100,64,1,1,4,1
0,100,64,1,1,11,1
0,80,64,0,1,15,1
0,100,64,1,1,6,1
0,100,64,1,1,3,1
0,100,64,1,1,3,1
0,100,64,0,1,6,1
0,100,64,0,1,5,1
0,100,64,0,1,9,1
0,100,64,1,1,7,1
0,100,64,1,1,4,1
0,100,64,1,1,5,1
0,100,64,1,5,3,1
0,80,64,1,1,3,1
0,100,64,0,1,4,1
0,100,64,0,1,4,1
0,100,64,0,5,3,1
0,100,64,0,1,8,1
0,80,64,1,5,3,1
0,100,64,1,1,9,1
0,80,64,1,1,3,1
0,80,64,1,1,3,1
0,100,64,1,1,4,1
0,100,64,1,1,4,1
0,100,64,1,9,7,1
0,80,64,1,1,3,1
0,100,64,1,1,30,1
0,80,64,1,1,3,1
0,100,64,0,1,7,1
0,110,64,1,5,10,1
0,90,64,1,1,3,1
0,100,64,1,5,3,1
0,100,64,0,1,4,1
0,100,64,0,1,8,1
0,100,64,0,1,3,1
0,100,64,1,1,4,1
0,100,64,1,2,3,1
0,80,64,1,1,8,1
0,100,64,1,1,19,1
0,80,64,1,2,6,1
0,100,64,0,1,8,1
0,100,69,1,1,6,1
0,80,69,0,1,3,1
0,80,69,1,1,3,1
0,80,69,1,1,3,1
0,100,69,1,1,20,1
0,100,69,1,1,5,1
0,100,69,0,1,3,1
0,110,69,1,1,4,1
0,80,69,0,1,10,1
0,100,69,1,5,6,1
0,100,69,1,1,5,1
0,100,69,1,1,3,1
0,100,69,1,1,6,1
0,80,69,1,1,3,1
0,100,69,1,1,3,1
0,100,69,0,1,3,1
0,100,69,0,1,4,1
0,100,69,0,1,5,1
0,100,69,1,1,3,1
0,100,69,1,1,4,1
0,80,69,1,1,3,1
0,100,69,1,1,6,1
0,80,69,1,1,5,1
0,100,69,0,1,7,1
0,80,69,1,1,3,1
0,100,69,1,5,3,1
0,100,69,1,1,3,1
0,100,69,0,5,8,1
0,100,69,1,1,3,1
0,110,69,0,1,9,1
0,100,69,1,1,5,1
0,100,69,1,1,6,1
0,100,69,0,1,8,1
0,100,69,1,1,3,1
0,100,69,1,1,12,1
0,100,69,1,2,4,1
0,100,69,1,1,3,1
0,80,69,1,5,3,1
0,100,69,1,1,3,1
0,80,69,0,1,5,1
0,100,69,0,1,5,1
0,80,69,1,1,4,1
0,80,69,1,1,8,1
0,90,69,0,1,30,1
0,110,69,0,1,3,1
0,100,69,1,1,3,1
0,100,69,0,1,8,1
0,100,69,0,1,7,1
0,100,69,1,1,8,1
0,110,69,1,1,5,1
0,100,69,1,1,45,1
0,100,69,0,1,6,1
0,100,69,0,1,8,1
0,100,69,1,5,3,1
0,80,69,0,1,5,1
0,100,69,0,1,20,1
0,100,69,0,1,5,1
0,100,69,0,1,7,1
0,100,69,0,1,10,1
0,100,69,0,6,7,1
0,80,69,1,1,9,1
0,100,69,1,1,7,1
0,80,69,1,4,4,1
0,100,69,1,5,6,1
0,100,69,0,1,4,1
0,100,69,0,1,11,1
0,80,69,0,1,5,1
0,80,69,1,3,6,1
0,100,69,0,1,6,1
0,100,69,0,5,3,1
0,100,69,1,1,3,1
0,100,69,1,1,7,1
0,100,69,1,1,7,1
0,80,69,1,1,5,1
0,100,69,1,1,12,1
0,100,70,1,9,3,1
0,100,70,0,1,3,1
0,80,70,1,2,3,1
0,80,70,1,1,5,1
0,100,70,1,5,7,1
0,100,70,0,1,3,1
0,100,70,1,1,6,1
0,80,70,0,1,7,1
0,100,70,1,1,6,1
0,100,70,1,6,7,1
0,110,70,0,1,8,1
0,100,70,1,1,8,1
0,100,70,1,1,8,1
0,80,70,0,5,4,1
0,100,70,0,1,5,1
0,80,70,1,1,5,1
0,100,70,0,1,11,1
0,100,70,0,1,5,1
0,100,70,0,1,7,1
0,100,70,0,1,30,1
0,100,70,1,1,7,1
0,100,70,0,1,3,1
0,100,70,0,1,11,1
0,100,70,1,1,8,1
0,100,70,1,2,3,1
0,80,70,1,1,8,1
0,100,70,1,1,12,1
0,80,70,0,1,9,1
0,100,70,0,1,4,1
0,100,70,1,1,5,1
0,100,70,0,1,5,1
0,100,70,1,1,5,1
0,100,70,1,1,5,1
0,100,70,1,1,3,1
0,80,70,0,5,3,1
0,100,70,0,1,13,1
0,110,70,0,1,12,1
0,100,70,0,1,4,1
0,100,70,1,1,3,1
0,100,70,0,1,30,1
0,100,70,1,1,3,1
0,100,70,1,1,3,1
0,100,70,0,1,5,1
0,80,70,0,1,7,1
0,80,70,0,1,4,1
0,80,70,1,1,6,1
0,100,70,1,1,7,1
0,100,70,1,1,7,1
0,100,70,1,1,6,1
0,100,70,1,1,11,1
0,100,70,1,5,5,1
0,100,70,0,1,5,1
0,100,70,1,1,3,1
0,110,70,1,3,11,1
0,100,70,1,1,5,1
0,100,70,0,1,5,1
0,80,70,0,5,3,1
0,100,70,1,5,4,1
0,80,70,1,1,3,1
0,100,70,1,5,3,1
0,100,70,1,1,3,1
0,100,70,0,5,7,1
0,100,70,0,1,5,1
0,100,70,0,1,7,1
0,100,70,0,1,3,1
0,80,70,1,1,4,1
0,80,70,0,1,5,1
0,110,70,0,5,10,1
0,80,70,0,1,3,1
0,100,70,1,1,6,1
0,100,70,0,5,54,1
0,80,70,1,1,6,1
0,100,70,0,5,4,1
0,100,70,1,1,5,1
0,80,70,1,1,8,1
0,100,70,0,1,5,1
0,100,70,1,2,8,1
0,100,70,1,2,3,1
0,80,70,1,1,4,1
0,100,70,0,1,8,1
0,100,70,1,1,7,1
0,110,70,1,1,5,1
0,100,70,1,1,6,1
0,100,70,0,1,3,1
0,100,70,1,1,3,1
0,110,70,1,1,10,1
0,80,70,0,1,8,1
0,80,70,0,1,8,1
0,100,70,1,1,3,1
0,100,70,1,1,5,1
0,100,70,1,1,7,1
0,80,70,1,1,9,1
0,100,70,0,1,6,1
0,100,70,1,1,8,1
0,100,70,1,1,10,1
0,80,70,1,1,3,1
0,110,70,1,1,5,1
0,80,70,1,1,4,1
0,100,70,0,9,6,1
0,100,70,1,1,3,1
0,100,70,0,1,30,1
0,100,70,0,2,3,1
0,100,70,0,1,8,1
0,80,70,1,5,3,1
0,100,70,0,1,4,1
0,100,70,1,1,3,1
0,100,70,1,1,8,1
0,100,70,0,1,5,1
0,100,70,1,2,3,1
0,100,70,0,1,3,1
0,80,70,1,1,3,1
0,100,70,0,1,30,1
0,100,70,0,1,5,1
0,100,70,0,1,6,1
0,100,70,0,1,6,1
0,80,70,0,1,5,1
0,80,70,1,1,9,1
0,110,70,1,1,3,1
0,100,70,1,5,3,1
0,100,70,1,1,3,1
0,90,70,1,1,30,1
0,110,70,1,1,3,1
0,100,70,1,1,20,1
0,80,70,0,1,13,1
0,100,70,0,1,3,1
0,100,70,1,1,8,1
0,110,70,1,5,3,1
0,80,70,1,1,9,1
0,100,70,0,1,15,1
0,80,70,0,1,8,1
0,100,70,0,1,30,1
0,110,70,1,1,12,1
0,80,70,1,1,5,1
0,100,70,1,1,3,1
0,100,70,0,1,7,1
0,100,70,1,1,6,1
0,100,70,0,1,21,1
0,80,70,0,5,14,1
0,80,70,1,1,5,1
0,100,70,1,1,8,1
0,110,70,0,1,5,1
0,80,70,0,1,9,1
0,100,70,0,1,3,1
0,100,70,1,5,7,1
0,110,70,0,1,10,1
0,100,70,1,1,6,1
0,100,70,0,1,5,1
0,80,70,1,1,5,1
0,100,70,0,1,3,1
0,100,70,0,1,5,1
0,80,70,1,1,5,1
0,100,70,1,1,3,1
0,100,70,0,1,5,1
0,110,70,1,1,6,1
0,100,70,0,5,7,1
0,100,70,0,1,5,1
0,100,70,1,1,5,1
0,100,70,1,1,4,1
0,100,70,0,1,6,1
